country,sku,spend_per_unit,ad_spend_eur,units_ordered
FR,VV-VITA-216,4.040404,2698.99,668
FR,VV-VITA-222,4.532459,3077.54,679
FR,VV-VITA-222-V,5.126735,251.21,49
FR,VV-VITA-223,7.590743,1123.43,148
FR,VV-VITA-224,4.906533,367.99,75
FR,VV-VITA-225,4.249921,1075.23,253
FR,VV-VITA-225-V,1.964865,72.7,37
FR,VV-VITA-227,3.011751,774.02,257
FR,VV-VITA-228,6.336818,836.46,132
FR,VV-VITA-230,4.843644,571.55,118
FR,VV-VITA-231,4.613932,3801.88,824
FR,VV-VITA-237,1.893454,367.33,194
FR,VV-VITA-243,4.391832,1414.17,322
FR,VV-VITA-247,2.818962,298.81,106
FR,VV-VITA-248,2.761455,759.4,275
FR,VV-VITA-248-V,3.322703,122.94,37
FR,VV-VITA-249,2.534796,248.41,98
FR,VV-VITA-250,3.025313,1110.29,367
FR,VV-VITA-252,3.509218,628.15,179
FR,VV-VITA-256,5.205953,1556.58,299
FR,VV-VITA-257,1.947614,514.17,264
FR,VV-VITA-258,2.844839,88.19,31
FR,VV-VITA-259,5.791643,810.83,140
FR,VV-VITA-262,0.765833,9.19,12
FR,VV-VITA-264,3.077958,437.07,142
FR,VV-VITA-265,1.732857,48.52,28
FR,VV-VITA-266,4.130156,264.33,64
FR,VV-VITA-274,4.756038,252.07,53
FR,VV-VITA-276,3.175383,1203.47,379
FR,VV-VITA-277,1.772985,237.58,134
FR,VV-VITA-284,4.653086,1130.7,243
FR,VV-VITA-286,3.652473,1344.11,368
FR,VV-VITA-287,0.967368,36.76,38
FR,VV-VITA-295,3.997597,1131.32,283
FR,VV-VITA-297,4.952857,104.01,21
FR,VV-VITA-298,3.616804,350.83,97
FR,VV-VITA-301,5.310128,414.19,78
FR,VV-VITA-303,6.967329,2034.46,292
FR,VV-VITA-304,2.260496,318.73,141
FR,VV-VITA-307,3.755593,443.16,118
FR,VV-VITA-308,2.577938,250.06,97
FR,VV-VITA-31,3.985556,215.22,54
FR,VV-VITA-310,1.919947,362.87,189
FR,VV-VITA-311,2.970985,995.28,335
FR,VV-VITA-313,2.546556,687.57,270
FR,VV-VITA-314,1.674324,2675.57,1598
FR,VV-VITA-316,3.067517,877.31,286
FR,VV-VITA-317,1.599706,54.39,34
FR,VV-VITA-318,1.514259,245.31,162
FR,VV-VITA-319,5.672214,794.11,140
FR,VV-VITA-320,1.563906,300.27,192
FR,VV-VITA-320-V,1.7894,89.47,50
FR,VV-VITA-326,4.008534,929.98,232
FR,VV-VITA-327,,0.0,0
FR,VV-VITA-329,5.858487,697.16,119
FR,VV-VITA-331,,0.0,0
FR,VV-VITA-333,3.340778,300.67,90
FR,VV-VITA-336,3.119141,798.5,256
FR,VV-VITA-337,,0.0,0
FR,VV-VITA-338,2.437586,141.38,58
FR,VV-VITA-339,3.318764,2120.69,639
FR,VV-VITA-340,8.191084,679.86,83
FR,VV-VITA-341,0.86625,34.65,40
FR,VV-VITA-342,6.48,246.24,38
FR,VV-VITA-343,,0.0,0
FR,VV-VITA-344,4.121176,280.24,68
FR,VV-VITA-345,5.445541,1208.91,222
FR,VV-VITA-346,2.112468,325.32,154
FR,VV-VITA-349,4.259565,195.94,46
FR,VV-VITA-350,,0.0,0
FR,VV-VITA-351,3.002766,141.13,47
FR,VV-VITA-352,11.197917,268.75,24
FR,VV-VITA-354,4.545854,1304.66,287
FR,VV-VITA-355,4.81929,2510.85,521
FR,VV-VITA-355-V,2.85093,367.77,129
FR,VV-VITA-356,4.917488,998.25,203
FR,VV-VITA-357,2.963333,195.58,66
FR,VV-VITA-358,1.134211,43.1,38
FR,VV-VITA-359,0.801667,24.05,30
FR,VV-VITA-360,2.109,42.18,20
FR,VV-VITA-361,6.407612,429.31,67
FR,VV-VITA-362,4.027812,128.89,32
FR,VV-VITA-363,5.086814,574.81,113
FR,VV-VITA-363-V,7.288966,211.38,29
FR,VV-VITA-364,2.054596,1475.2,718
FR,VV-VITA-365,0.84037,22.69,27
FR,VV-VITA-366,2.466087,170.16,69
FR,VV-VITA-367,2.297727,50.55,22
FR,VV-VITA-368,5.535926,149.47,27
FR,VV-VITA-369,0.917736,48.64,53
FR,VV-VITA-370,5.657823,9691.85,1713
FR,VV-VITA-370-V,1.777374,494.11,278
FR,VV-VITA-371,3.392571,237.48,70
FR,VV-VITA-373,2.651923,68.95,26
FR,VV-VITA-374,10.854667,162.82,15
FR,VV-VITA-375,4.98619,104.71,21
FR,VV-VITA-376,2.543028,1889.47,743
FR,VV-VITA-377,3.631892,268.76,74
FR,VV-VITA-378,2.742404,285.21,104
FR,VV-VITA-379,3.172909,349.02,110
FR,VV-VITA-38,5.679388,278.29,49
FR,VV-VITA-380,6.146,30.73,5
FR,VV-VITA-381,5.338441,1404.01,263
FR,VV-VITA-382,5.19807,296.29,57
FR,VV-VITA-383,4.049048,85.03,21
FR,VV-VITA-384,11.621667,69.73,6
FR,VV-VITA-385,8.320667,873.67,105
FR,VV-VITA-386,23.631429,165.42,7
FR,VV-VITA-387,11.762857,82.34,7
FR,VV-VITA-388,10.422642,552.4,53
FR,VV-VITA-389,3.161649,1226.72,388
FR,VV-VITA-39,2.512847,361.85,144
FR,VV-VITA-390,5.905526,224.41,38
FR,VV-VITA-391,4.862678,1162.18,239
FR,VV-VITA-392,3.288654,342.02,104
FR,VV-VITA-393,17.29,17.29,1
FR,VV-VITA-394,4.189286,58.65,14
FR,VV-VITA-395,11.034429,3188.95,289
FR,VV-VITA-396,2.479348,114.05,46
FR,VV-VITA-397,7.033,70.33,10
FR,VV-VITA-398,10.999643,307.99,28
FR,VV-VITA-399,1.008333,6.05,6
FR,VV-VITA-401,9.041852,244.13,27
FR,VV-VITA-402,10.352727,455.52,44
FR,VV-VITA-403,,0.0,0
FR,VV-VITA-404,4.158511,195.45,47
FR,VV-VITA-405,,0.0,0
FR,VV-VITA-406,5.34697,176.45,33
FR,VV-VITA-408,11.303854,1085.17,96
FR,VV-VITA-409,9.829583,471.82,48
FR,VV-VITA-410,0.955294,16.24,17
FR,VV-VITA-411,6.3778,637.78,100
FR,VV-VITA-412,1.523846,19.81,13
FR,VV-VITA-413,1.765,28.24,16
FR,VV-VITA-414,1.726667,20.72,12
FR,VV-VITA-415,3.573636,39.31,11
FR,VV-VITA-417,3.281875,105.02,32
FR,VV-VITA-46,5.459091,420.35,77
FR,VV-VITA-50,3.120896,209.1,67
FR,VV-VITA-57-V,2.728667,40.93,15
FR,VV-VITA-57-V2,4.17,179.31,43
FR,VV-VITA-63,3.006702,565.26,188
FR,VV-VITA-86,2.595842,524.36,202
FR,VV-VITA-88,6.110278,439.94,72
FR,VV-VITA-90,2.801342,1941.33,693
FR,VV-VITA-93,2.303208,366.21,159
FR,VV-VITA-94,4.110833,295.98,72
FR,X000B8V0PX,,0.0,0
FR,X000B9MIOJ,,0.0,0
FR,X000C8RNTT,,0.0,0
FR,X000LQDL4N,,0.0,0
FR,X000R4DLDF,,0.0,0
FR,X000S1CZN9,,0.0,0
FR,X000V5EN05,,0.0,0
FR,X00168JE1T,,0.0,0
FR,X00183R5JF,,0.0,0
FR,X0018P0C8T,,0.0,0
FR,X0019ULLQZ,,0.0,0
FR,X001BUZUQP,,0.0,0
FR,X001DWN2IJ,,0.0,0
FR,X001NPB4AT,,0.0,0
FR,X001T14AU3,,0.0,0
FR,X001V6EMTZ,,0.0,0
FR,X0021N245L,,0.0,0
GB,2R-49NC-R697,1.833307,1846.14,1007
GB,BJ-E223-8EKW,3.854886,3565.77,925
GB,CW-KVIN-V39Y,2.080321,973.59,468
GB,NX-CVPF-VCEZ,3.768276,874.24,232
GB,TU-QNYD-JRRX,2.339902,479.68,205
GB,VMP_VV-VITA-119_2_PK,,0.89,0
GB,VV-ALO-06,3.950583,1422.21,360
GB,VV-VITA-101,3.562264,4687.94,1316
GB,VV-VITA-102,3.450502,893.68,259
GB,VV-VITA-105,4.24954,369.71,87
GB,VV-VITA-106,1.645,6.58,4
GB,VV-VITA-107,4.710136,1389.49,295
GB,VV-VITA-109,2.986164,217.99,73
GB,VV-VITA-111,3.885833,46.63,12
GB,VV-VITA-115,3.255357,91.15,28
GB,VV-VITA-116,2.185309,777.97,356
GB,VV-VITA-119,2.789838,1894.3,679
GB,VV-VITA-121,,0.0,0
GB,VV-VITA-124,1.165,349.5,300
GB,VV-VITA-127,3.456667,362.95,105
GB,VV-VITA-129,1.133735,94.1,83
GB,VV-VITA-146,3.349653,579.49,173
GB,VV-VITA-151,,0.0,0
GB,VV-VITA-153,1.938814,114.39,59
GB,VV-VITA-155,2.759722,298.05,108
GB,VV-VITA-157,1.824673,753.59,413
GB,VV-VITA-158,1.648976,209.42,127
GB,VV-VITA-159,4.751983,551.23,116
GB,VV-VITA-160,0.248889,2.24,9
GB,VV-VITA-165,2.685254,158.43,59
GB,VV-VITA-166,2.956537,913.57,309
GB,VV-VITA-168,7.207846,937.02,130
GB,VV-VITA-170,1.717823,544.55,317
GB,VV-VITA-171,1.906452,118.2,62
GB,VV-VITA-172,2.456901,174.44,71
GB,VV-VITA-173,4.070438,557.65,137
GB,VV-VITA-174,2.567633,867.86,338
GB,VV-VITA-183,3.169576,1122.03,354
GB,VV-VITA-186,3.488976,443.1,127
GB,VV-VITA-188,2.233955,801.99,359
GB,VV-VITA-189,2.063659,84.61,41
GB,VV-VITA-190,2.533934,154.57,61
GB,VV-VITA-197,2.359643,330.35,140
GB,VV-VITA-198,4.870981,1042.39,214
GB,VV-VITA-198-V,5.396129,167.28,31
GB,VV-VITA-202,2.863392,970.69,339
GB,VV-VITA-204,1.29188,151.15,117
GB,VV-VITA-206,2.802377,742.63,265
GB,VV-VITA-208,2.97942,1129.2,379
GB,VV-VITA-215,2.529922,326.36,129
GB,VV-VITA-216,3.826036,1476.85,386
GB,VV-VITA-222,3.267731,705.83,216
GB,VV-VITA-222-V,5.813182,127.89,22
GB,VV-VITA-223,1.964507,139.48,71
GB,VV-VITA-224,1.424074,153.8,108
GB,VV-VITA-225,3.324706,113.04,34
GB,VV-VITA-225-V,6.0975,24.39,4
GB,VV-VITA-227,2.12686,257.35,121
GB,VV-VITA-228,3.981667,430.02,108
GB,VV-VITA-230,4.895,78.32,16
GB,VV-VITA-231,9.749395,2417.85,248
GB,VV-VITA-237,5.117627,1617.17,316
GB,VV-VITA-243,1.432233,307.93,215
GB,VV-VITA-247,7.244514,1043.21,144
GB,VV-VITA-248,2.991461,1597.44,534
GB,VV-VITA-248-V,9.716552,281.78,29
GB,VV-VITA-249,1.518871,188.34,124
GB,VV-VITA-250,4.958492,887.57,179
GB,VV-VITA-252,9.69,465.12,48
GB,VV-VITA-256,3.778108,3154.72,835
GB,VV-VITA-257,2.757437,2172.86,788
GB,VV-VITA-258,2.141447,162.75,76
GB,VV-VITA-259,6.071667,327.87,54
GB,VV-VITA-262,3.078578,649.58,211
GB,VV-VITA-264,3.930513,153.29,39
GB,VV-VITA-265,2.966338,210.61,71
GB,VV-VITA-266,4.958507,664.44,134
GB,VV-VITA-274,4.134483,239.8,58
GB,VV-VITA-276,3.591763,6357.42,1770
GB,VV-VITA-277,1.656472,737.13,445
GB,VV-VITA-284,2.454932,179.21,73
GB,VV-VITA-287,2.447905,257.03,105
GB,VV-VITA-295,6.443951,1043.92,162
GB,VV-VITA-297,6.465333,1260.74,195
GB,VV-VITA-298,8.238571,115.34,14
GB,VV-VITA-301,0.62129,19.26,31
GB,VV-VITA-304,0.956038,50.67,53
GB,VV-VITA-308,4.846087,334.38,69
GB,VV-VITA-31,2.040674,575.47,282
GB,VV-VITA-310,2.80106,3064.36,1094
GB,VV-VITA-311,1.369018,543.5,397
GB,VV-VITA-313,2.020771,759.81,376
GB,VV-VITA-314,2.353608,4005.84,1702
GB,VV-VITA-316,4.176387,647.34,155
GB,VV-VITA-317,4.856574,1219.0,251
GB,VV-VITA-318,2.477875,198.23,80
GB,VV-VITA-319,1.882807,107.32,57
GB,VV-VITA-320,3.239867,1214.95,375
GB,VV-VITA-320-V,2.037197,268.91,132
GB,VV-VITA-326,3.200847,377.7,118
GB,VV-VITA-327,,0.0,0
GB,VV-VITA-329,2.890826,664.89,230
GB,VV-VITA-331,,0.0,0
GB,VV-VITA-333,7.690571,269.17,35
GB,VV-VITA-336,2.373544,187.51,79
GB,VV-VITA-337,0.89,1.78,2
GB,VV-VITA-338,2.395758,158.12,66
GB,VV-VITA-339,3.901775,1627.04,417
GB,VV-VITA-340,7.282143,509.75,70
GB,VV-VITA-341,1.590574,194.05,122
GB,VV-VITA-342,6.071791,406.81,67
GB,VV-VITA-343,,0.0,0
GB,VV-VITA-344,1.057231,137.44,130
GB,VV-VITA-345,0.3025,6.05,20
GB,VV-VITA-346,3.286687,535.73,163
GB,VV-VITA-349,6.781579,515.4,76
GB,VV-VITA-350,,0.0,0
GB,VV-VITA-351,4.059,365.31,90
GB,VV-VITA-352,2.268393,127.03,56
GB,VV-VITA-353,2.827339,2157.26,763
GB,VV-VITA-354,4.392449,215.23,49
GB,VV-VITA-355,5.036588,856.22,170
GB,VV-VITA-355-V,6.508,97.62,15
GB,VV-VITA-356,2.699728,496.75,184
GB,VV-VITA-357,4.882979,229.5,47
GB,VV-VITA-358,4.966667,104.3,21
GB,VV-VITA-359,1.592683,65.3,41
GB,VV-VITA-360,2.612917,62.71,24
GB,VV-VITA-361,4.839286,203.25,42
GB,VV-VITA-363,6.893404,323.99,47
GB,VV-VITA-363-V,4.05,56.7,14
GB,VV-VITA-364,4.626099,3557.47,769
GB,VV-VITA-365,2.329333,69.88,30
GB,VV-VITA-366,3.576448,926.3,259
GB,VV-VITA-367,3.043896,234.38,77
GB,VV-VITA-368,5.849627,783.85,134
GB,VV-VITA-369,4.000268,448.03,112
GB,VV-VITA-370,1.231425,458.09,372
GB,VV-VITA-370-V,0.824964,114.67,139
GB,VV-VITA-371,2.065305,541.11,262
GB,VV-VITA-372,6.548131,700.65,107
GB,VV-VITA-373,28.688889,258.2,9
GB,VV-VITA-374,13.061958,5538.27,424
GB,VV-VITA-375,3.592632,68.26,19
GB,VV-VITA-376,2.611654,331.68,127
GB,VV-VITA-377,5.170515,1406.38,272
GB,VV-VITA-378,3.718675,925.95,249
GB,VV-VITA-379,1.445673,397.56,275
GB,VV-VITA-38,1.986667,83.44,42
GB,VV-VITA-380,17.160303,566.29,33
GB,VV-VITA-381,5.381384,1555.22,289
GB,VV-VITA-382,5.062577,1316.27,260
GB,VV-VITA-383,3.496071,97.89,28
GB,VV-VITA-384,3.931026,153.31,39
GB,VV-VITA-385,3.252329,237.42,73
GB,VV-VITA-386,21.083333,189.75,9
GB,VV-VITA-387,31.393333,282.54,9
GB,VV-VITA-388,2.870041,1406.32,490
GB,VV-VITA-389,1.123023,48.29,43
GB,VV-VITA-39,3.524453,482.85,137
GB,VV-VITA-390,3.157143,88.4,28
GB,VV-VITA-391,5.089789,967.06,190
GB,VV-VITA-393,4.652222,41.87,9
GB,VV-VITA-394,7.539524,158.33,21
GB,VV-VITA-395,3.902245,191.21,49
GB,VV-VITA-396,3.387838,1426.28,421
GB,VV-VITA-397,5.741333,86.12,15
GB,VV-VITA-398,5.157143,144.4,28
GB,VV-VITA-399,3.489655,202.4,58
GB,VV-VITA-402,11.686923,151.93,13
GB,VV-VITA-403,0.791954,243.13,307
GB,VV-VITA-406,1.398,48.93,35
GB,VV-VITA-407,10.876667,32.63,3
GB,VV-VITA-408,23.745,189.96,8
GB,VV-VITA-409,1.203636,13.24,11
GB,VV-VITA-410,1.103529,18.76,17
GB,VV-VITA-411,7.499189,277.47,37
GB,VV-VITA-417,0.552667,8.29,15
GB,VV-VITA-46,2.169062,208.23,96
GB,VV-VITA-49,1.396408,143.83,103
GB,VV-VITA-49-V2,0.437,8.74,20
GB,VV-VITA-50,5.08573,905.26,178
GB,VV-VITA-57-V,1.793718,139.91,78
GB,VV-VITA-57-V2,4.01283,212.68,53
GB,VV-VITA-63,3.321597,1185.81,357
GB,VV-VITA-86,3.368994,1071.34,318
GB,VV-VITA-88,4.166657,1458.33,350
GB,VV-VITA-90,5.047362,9892.83,1960
GB,VV-VITA-93,1.980628,378.3,191
GB,VV-VITA-94,2.664851,269.15,101
GB,X000B8V0PX,,0.0,0
GB,X000HGZO97,,0.0,0
GB,X000J6CNVR,,0.0,0
GB,X000OACO5N,,0.0,0
GB,X000PQUNB3,,0.0,0
GB,X000R49TF9,,0.0,0
GB,X000V5EN05,,0.0,0
GB,X000ZWOJ0D,,0.0,0
GB,X0014247X7,,0.0,0
GB,X0017JD7H9,,0.0,0
GB,X0018P099L,,0.0,0
GB,X001BCDTIT,,0.0,0
GB,X001BUZ0VP,,0.0,0
GB,X001CM7547,,0.0,0
GB,X001F32GTR,,0.0,0
GB,X001HLVFRB,,0.0,0
GB,X001K8PBHL,,0.0,0
GB,X001MP9GUF,,0.0,0
GB,X001MP9H27,,0.0,0
GB,X001NPB4AT,,0.0,0
GB,X001NPB4EP,,0.0,0
GB,X001NPBGQB,,0.0,0
GB,X001TN311P,,0.0,0
GB,X0020B3QMT,,0.0,0
GB,X0020Y7G9P,,0.0,0
GB,X0021N2I4D,,0.0,0
GB,X002DIJSVR,,0.0,0
IE,2R-49NC-R697,0.291404,16.61,57
IE,BJ-E223-8EKW,5.987333,179.62,30
IE,CP-DQMG-RVN9,0.44375,3.55,8
IE,CW-KVIN-V39Y,1.045106,49.12,47
IE,NX-CVPF-VCEZ,6.976667,20.93,3
IE,VI-ZU99-SZ0B,2.300909,50.62,22
IE,VV-ALO-06,0.94625,22.71,24
IE,VV-VITA-02,2.369103,184.79,78
IE,VV-VITA-101,3.322025,262.44,79
IE,VV-VITA-105,1.492444,67.16,45
IE,VV-VITA-106,,2.11,0
IE,VV-VITA-107,0.706154,9.18,13
IE,VV-VITA-111,3.598621,104.36,29
IE,VV-VITA-115,,0.0,0
IE,VV-VITA-116,2.513478,57.81,23
IE,VV-VITA-119,6.0685,242.74,40
IE,VV-VITA-121,1.504286,10.53,7
IE,VV-VITA-124,1.978462,25.72,13
IE,VV-VITA-127,1.033444,93.01,90
IE,VV-VITA-129,0.675625,10.81,16
IE,VV-VITA-143,3.336667,10.01,3
IE,VV-VITA-146,2.310889,103.99,45
IE,VV-VITA-153,3.740638,175.81,47
IE,VV-VITA-155,0.74875,5.99,8
IE,VV-VITA-157,0.3,8.4,28
IE,VV-VITA-158,6.312,31.56,5
IE,VV-VITA-159,2.892727,31.82,11
IE,VV-VITA-165,1.330714,55.89,42
IE,VV-VITA-166,0.836667,15.06,18
IE,VV-VITA-168,1.45,55.1,38
IE,VV-VITA-170,0.221724,12.86,58
IE,VV-VITA-171,1.182917,28.39,24
IE,VV-VITA-172,0.6525,2.61,4
IE,VV-VITA-173,1.635,104.64,64
IE,VV-VITA-174,1.747,17.47,10
IE,VV-VITA-181,0.657,6.57,10
IE,VV-VITA-183,0.119355,3.7,31
IE,VV-VITA-186,2.996,14.98,5
IE,VV-VITA-188,1.147647,19.51,17
IE,VV-VITA-189,1.44,2.88,2
IE,VV-VITA-190,0.162857,1.14,7
IE,VV-VITA-197,0.596667,3.58,6
IE,VV-VITA-198,0.392727,12.96,33
IE,VV-VITA-198-V,5.05,10.1,2
IE,VV-VITA-199,2.092,10.46,5
IE,VV-VITA-202,2.915,29.15,10
IE,VV-VITA-203,2.575,144.2,56
IE,VV-VITA-207,0.092941,1.58,17
IE,VV-VITA-208,2.175,34.8,16
IE,VV-VITA-215,1.436,14.36,10
IE,VV-VITA-216,0.4604,11.51,25
IE,VV-VITA-222,0.884118,30.06,34
IE,VV-VITA-222-V,0.891,8.91,10
IE,VV-VITA-223,3.877708,186.13,48
IE,VV-VITA-224,3.03,30.3,10
IE,VV-VITA-225,2.194286,15.36,7
IE,VV-VITA-225-V,1.8,1.8,1
IE,VV-VITA-227,6.946667,20.84,3
IE,VV-VITA-228,6.689722,240.83,36
IE,VV-VITA-230,5.035172,146.02,29
IE,VV-VITA-231,4.014022,369.29,92
IE,VV-VITA-237,1.648889,59.36,36
IE,VV-VITA-243,11.439211,434.69,38
IE,VV-VITA-247,2.478,49.56,20
IE,VV-VITA-248,1.36451,69.59,51
IE,VV-VITA-248-V,14.725,29.45,2
IE,VV-VITA-249,,0.0,0
IE,VV-VITA-250,2.543636,27.98,11
IE,VV-VITA-252,0.14,0.28,2
IE,VV-VITA-256,1.142308,89.1,78
IE,VV-VITA-257,0.848293,34.78,41
IE,VV-VITA-258,3.611667,43.34,12
IE,VV-VITA-259,3.9175,47.01,12
IE,VV-VITA-262,0.95,7.6,8
IE,VV-VITA-264,1.22,1.22,1
IE,VV-VITA-266,2.92875,23.43,8
IE,VV-VITA-277,1.405455,15.46,11
IE,VV-VITA-284,0.96,0.96,1
IE,VV-VITA-286,,0.0,0
IE,VV-VITA-287,0.451538,5.87,13
IE,VV-VITA-295,2.71625,43.46,16
IE,VV-VITA-297,1.560556,28.09,18
IE,VV-VITA-301,3.649459,135.03,37
IE,VV-VITA-303,,0.0,0
IE,VV-VITA-304,2.766667,33.2,12
IE,VV-VITA-307,3.115,12.46,4
IE,VV-VITA-308,4.081538,53.06,13
IE,VV-VITA-31,0.552222,4.97,9
IE,VV-VITA-310,0.31,18.6,60
IE,VV-VITA-311,2.632,184.24,70
IE,VV-VITA-313,0.855,15.39,18
IE,VV-VITA-314,1.544681,217.8,141
IE,VV-VITA-316,0.535455,5.89,11
IE,VV-VITA-317,2.261772,178.68,79
IE,VV-VITA-319,6.8825,27.53,4
IE,VV-VITA-320,1.193889,21.49,18
IE,VV-VITA-320-V,5.66,28.3,5
IE,VV-VITA-329,3.473,69.46,20
IE,VV-VITA-336,4.536667,13.61,3
IE,VV-VITA-338,5.960952,125.18,21
IE,VV-VITA-339,1.217816,105.95,87
IE,VV-VITA-340,3.538077,91.99,26
IE,VV-VITA-341,0.7105,56.84,80
IE,VV-VITA-342,8.960526,170.25,19
IE,VV-VITA-344,2.133729,125.89,59
IE,VV-VITA-346,1.832083,43.97,24
IE,VV-VITA-349,2.348571,32.88,14
IE,VV-VITA-351,0.642857,4.5,7
IE,VV-VITA-352,10.065,20.13,2
IE,VV-VITA-354,3.661429,25.63,7
IE,VV-VITA-355,0.721633,35.36,49
IE,VV-VITA-355-V,15.895,63.58,4
IE,VV-VITA-357,9.426,47.13,5
IE,VV-VITA-358,0.06,0.06,1
IE,VV-VITA-360,2.145,4.29,2
IE,VV-VITA-361,5.024,75.36,15
IE,VV-VITA-363,1.770345,51.34,29
IE,VV-VITA-363-V,0.388333,4.66,12
IE,VV-VITA-364,3.032456,172.85,57
IE,VV-VITA-365,0.621111,11.18,18
IE,VV-VITA-366,1.359333,20.39,15
IE,VV-VITA-367,5.361606,734.54,137
IE,VV-VITA-368,1.665465,143.23,86
IE,VV-VITA-369,8.956562,286.61,32
IE,VV-VITA-370,2.297536,317.06,138
IE,VV-VITA-370-V,0.737778,26.56,36
IE,VV-VITA-371,1.392326,119.74,86
IE,VV-VITA-372,2.958857,103.56,35
IE,VV-VITA-373,,50.36,0
IE,VV-VITA-374,3.365815,619.31,184
IE,VV-VITA-375,5.596667,83.95,15
IE,VV-VITA-376,0.940145,64.87,69
IE,VV-VITA-377,0.92275,36.91,40
IE,VV-VITA-378,0.197917,4.75,24
IE,VV-VITA-379,3.562667,53.44,15
IE,VV-VITA-38,23.61,47.22,2
IE,VV-VITA-380,3.086522,141.98,46
IE,VV-VITA-381,2.758492,347.57,126
IE,VV-VITA-382,1.195,38.24,32
IE,VV-VITA-383,6.078182,66.86,11
IE,VV-VITA-384,2.555625,81.78,32
IE,VV-VITA-385,0.855517,24.81,29
IE,VV-VITA-386,24.955,49.91,2
IE,VV-VITA-387,16.92,16.92,1
IE,VV-VITA-388,0.711667,25.62,36
IE,VV-VITA-39,1.6812,42.03,25
IE,VV-VITA-390,2.328286,162.98,70
IE,VV-VITA-391,1.835714,64.25,35
IE,VV-VITA-392,1.78,83.66,47
IE,VV-VITA-393,7.723333,23.17,3
IE,VV-VITA-394,3.382778,60.89,18
IE,VV-VITA-395,5.416875,86.67,16
IE,VV-VITA-396,0.021429,0.3,14
IE,VV-VITA-397,1.09,1.09,1
IE,VV-VITA-398,,23.78,0
IE,VV-VITA-399,8.222857,57.56,7
IE,VV-VITA-400,5.441111,48.97,9
IE,VV-VITA-402,11.883333,71.3,6
IE,VV-VITA-403,8.715714,61.01,7
IE,VV-VITA-404,,1.44,0
IE,VV-VITA-406,3.637368,69.11,19
IE,VV-VITA-408,8.721111,78.49,9
IE,VV-VITA-409,9.821111,88.39,9
IE,VV-VITA-411,2.189545,48.17,22
IE,VV-VITA-414,0.06,0.06,1
IE,VV-VITA-417,0.026667,0.24,9
IE,VV-VITA-46,5.4675,43.74,8
IE,VV-VITA-57-V,1.5725,6.29,4
IE,VV-VITA-57-V2,1.12,5.6,5
IE,VV-VITA-63,2.545714,17.82,7
IE,VV-VITA-86,1.546471,26.29,17
IE,VV-VITA-88,2.250345,130.52,58
IE,VV-VITA-90,0.831182,168.73,203
IE,VV-VITA-93,1.857857,26.01,14
IE,VV-VITA-94,2.551429,71.44,28
IT,2R-49NC-R697,0.821412,215.21,262
IT,5904569253554,23.315238,1958.48,84
IT,5904569253561,58.607812,1875.45,32
IT,5904569253578,69.074211,1312.41,19
IT,Amazon.Found.B07ZQHMLQY,,0.0,0
IT,BJ-E223-8EKW,0.864651,396.01,458
IT,CP-DQMG-RVN9,0.7164,71.64,100
IT,CW-KVIN-V39Y,1.277112,420.17,329
IT,NX-CVPF-VCEZ,1.795152,1533.06,854
IT,TU-QNYD-JRRX,1.903524,864.2,454
IT,VI-ZU99-SZ0B,0.620147,126.51,204
IT,VV-ALO-06,0.908828,116.33,128
IT,VV-BUN-155+284,,23.46,0
IT,VV-BUN-344+101,,86.47,0
IT,VV-BUN-50+57-V2,,17.67,0
IT,VV-BUN-63+NX-CVPF-VCEZ,,50.06,0
IT,VV-BUN-VCEZ+252,,1.4,0
IT,VV-VITA-02,0.597961,152.48,255
IT,VV-VITA-101,2.858053,5578.92,1952
IT,VV-VITA-102,0.628385,245.07,390
IT,VV-VITA-104,0.831156,244.36,294
IT,VV-VITA-105,0.793551,169.82,214
IT,VV-VITA-106,0.5925,7.11,12
IT,VV-VITA-107,0.626965,161.13,257
IT,VV-VITA-109,2.813881,804.77,286
IT,VV-VITA-111,0.832317,273.0,328
IT,VV-VITA-115,,0.36,0
IT,VV-VITA-116,0.677724,98.27,145
IT,VV-VITA-119,2.778343,4995.46,1798
IT,VV-VITA-121,0.861982,187.05,217
IT,VV-VITA-122,1.299502,313.18,241
IT,VV-VITA-122-V,1.10042,157.36,143
IT,VV-VITA-124,1.225392,1281.76,1046
IT,VV-VITA-127,0.826127,311.45,377
IT,VV-VITA-129,0.665789,88.55,133
IT,VV-VITA-136,3.500919,4915.29,1404
IT,VV-VITA-142,0.858055,344.08,401
IT,VV-VITA-143,1.253207,629.11,502
IT,VV-VITA-146,4.195046,4522.26,1078
IT,VV-VITA-151,4.368846,5185.82,1187
IT,VV-VITA-153,0.77261,281.23,364
IT,VV-VITA-155,2.144469,787.02,367
IT,VV-VITA-157,1.20261,764.86,636
IT,VV-VITA-158,1.538544,633.88,412
IT,VV-VITA-159,2.45077,4234.93,1728
IT,VV-VITA-160,,0.0,0
IT,VV-VITA-165,1.712284,397.25,232
IT,VV-VITA-166,0.94625,98.41,104
IT,VV-VITA-168,0.916724,265.85,290
IT,VV-VITA-171,1.055339,466.46,442
IT,VV-VITA-172,1.445724,439.5,304
IT,VV-VITA-173,2.051267,1052.3,513
IT,VV-VITA-174,0.857835,83.21,97
IT,VV-VITA-181,0.641067,48.08,75
IT,VV-VITA-183,1.195714,133.92,112
IT,VV-VITA-186,1.673229,160.63,96
