country,sku,elasticity_raw,se,days,promo_days,elasticity,method
DE,VV-VITA-50,0.8693244644039805,2.5422440555705896,331,34,-1.5235697505727417,estimated
DE,VV-VITA-57-V,1.065957666763424,2.0611068120325085,235,15,-1.3581569552212656,estimated
DE,VV-VITA-57-V2,0.5738003600414634,1.5009832957100524,129,4,-1.1848337613054776,estimated
DE,VV-VITA-63,-1.2556318222817742,2.2713984384209085,278,27,-1.7500884796546623,estimated
DE,VV-VITA-86,-3.3651208364238596,3.001793611889759,361,0,-1.9581011055596838,estimated
DE,VV-VITA-88,0.5553926400218467,1.7623517048180937,276,25,-1.3284982176460014,estimated
DE,VV-VITA-90,-5.9783994789865575,2.5227635870318506,366,26,-2.3055853688342003,estimated
DE,VV-VITA-93,1.2139090247362803,2.080829507593047,354,42,-1.3419306233524562,estimated
DE,VV-VITA-94,-3.8783347091550473,3.354844150329484,206,19,-1.9692244337468991,estimated
DE,_default,-1.8292022536644528,,0,0,-1.8292022536644528,country-default
ES,2R-49NC-R697,-3.9665474796561773,1.4671089465112446,365,9,-2.4537028285301012,estimated
ES,BJ-E223-8EKW,0.12520300021445602,1.3937516154279168,337,28,-1.7432809873988864,estimated
ES,CP-DQMG-RVN9,-0.7434110653028493,1.596594435920553,200,9,-1.9515105591573623,estimated
ES,CW-KVIN-V39Y,-1.0230086936048723,1.2818304659975972,276,20,-1.9206269033969736,estimated
ES,NX-CVPF-VCEZ,-1.4161100547098182,0.9464758879239877,363,9,-1.9157439705205015,estimated
ES,TU-QNYD-JRRX,-2.120149572773351,1.2162969924361233,366,21,-2.1462341547053483,estimated
ES,VI-ZU99-SZ0B,-3.7364320612895585,1.1847152614513794,365,30,-2.5227706051662246,estimated
ES,VV-ALO-06,1.3488409527043688,3.677055807593407,164,11,-2.0465905468452066,estimated
ES,VV-VITA-02,-2.4796613263897944,1.466050411148153,305,3,-2.207747502679303,estimated
ES,VV-VITA-02-V,0.5402435599775566,2.9522746098743236,128,3,-2.0280121921823793,estimated
ES,VV-VITA-101,-3.710558209317563,1.4836070872484846,364,16,-2.406574936152621,estimated
ES,VV-VITA-102,-2.102222575330501,1.5030623893673896,272,10,-2.1455704823589437,estimated
ES,VV-VITA-104,-5.522600625081957,1.1003429277456818,363,1,-3.0317084446365343,estimated
ES,VV-VITA-105,-0.2617905307842726,1.4358343577993131,337,14,-1.8292919170456299,estimated
ES,VV-VITA-106,-2.477523345155318,1.4224480210565698,237,9,-2.210150368629973,estimated
ES,VV-VITA-107,-2.5907458270151005,0.8217700974746946,366,21,-2.3229728670470116,estimated
ES,VV-VITA-109,-3.42196577611392,1.0099500976184554,277,30,-2.5278421684516745,estimated
ES,VV-VITA-111,-1.4895015703520904,1.4905849085640894,363,25,-2.046731903599677,estimated
ES,VV-VITA-115,-0.5580459575842864,1.4598520261916523,220,13,-1.8875393977413972,estimated
ES,VV-VITA-116,-0.6989986303658396,1.0988879411558155,282,19,-1.773893085419015,estimated
ES,VV-VITA-119,-1.555906856430019,1.2513099545315447,352,25,-2.0257141456406607,estimated
ES,VV-VITA-121,3.9183280993210117,2.4021900770344113,356,21,-1.7356310424028687,estimated
ES,VV-VITA-122,-2.791482726495617,0.9680341986588208,296,27,-2.3533037116873654,estimated
ES,VV-VITA-124,-0.2889568677103356,1.3173159541907118,265,23,-1.7856855372587637,estimated
ES,VV-VITA-127,-0.8315964548794449,0.7207792944575903,339,22,-1.5574920662702185,estimated
ES,VV-VITA-129,-0.1432786189974088,1.1457400450340058,319,34,-1.6605231681148647,estimated
