promotion_id,promotion_type,asin,promo_price,original_price,start,end
17492259202,Coupon,B08VWKYVKS,20.95,21.4,2025-01-13 00:00:00,2025-02-12 23:59:00
17029211802,Sales Discount,B087JJ4M8H,25.39,26.07,2024-12-11 00:00:00,2025-01-31 23:59:00
18062815702,Sales Discount,B0CPJG6XL8,16.28,18.09,2025-03-01 00:00:00,2025-03-31 23:59:00
18062815702,Sales Discount,B082XFKXJ2,18.32,18.6,2025-03-01 00:00:00,2025-03-31 23:59:00
18062815702,Sales Discount,B01CYDY6TQ,18.15,18.6,2025-03-01 00:00:00,2025-03-31 23:59:00
17492259202,Coupon,B08QVYP7YH,21.84,22.34,2025-01-13 00:00:00,2025-02-12 23:59:00
18062815702,Sales Discount,B0CWPJTWXQ,13.42,14.92,2025-03-01 00:00:00,2025-03-31 23:59:00
18062815702,Sales Discount,B08NPF3LJ7,16.74,18.6,2025-03-01 00:00:00,2025-03-31 23:59:00
17492259202,Coupon,B07F1FKM3M,21.11,21.4,2025-01-13 00:00:00,2025-02-12 23:59:00
17029211802,Sales Discount,B0CPJFC9BP,18.42,20.47,2024-12-11 00:00:00,2025-01-31 23:59:00
18062815702,Sales Discount,B0B2PSK2MC,21.09,21.4,2025-03-01 00:00:00,2025-03-31 23:59:00
17492259202,Coupon,B075FDQ6KJ,23.69,24.21,2025-01-13 00:00:00,2025-02-12 23:59:00
17492259202,Coupon,B00RCYQUII,13.73,13.93,2025-01-13 00:00:00,2025-02-12 23:59:00
25401079802,Sales Discount,B0C93RMXRR,27.67,30.75,2026-05-23 00:00:00,2026-06-06 23:59:00
18062815702,Sales Discount,B0CCJ8R191,16.55,16.68,2025-03-01 00:00:00,2025-03-31 23:59:00
17029211802,Sales Discount,B09C6HJ2CC,16.78,17.66,2024-12-11 00:00:00,2025-01-31 23:59:00
776b9f88,Best Deal,B09TJXDWKF,20.21,18.89,2025-03-25 00:00:00,2025-03-31 23:55:00
17492259202,Coupon,B096W3GD2S,21.84,22.34,2025-01-13 00:00:00,2025-02-12 23:59:00
18062815702,Sales Discount,B08JC9NN3X,15.06,16.73,2025-03-01 00:00:00,2025-03-31 23:59:00
18062815702,Sales Discount,B09NRH4J1C,20.94,23.27,2025-03-01 00:00:00,2025-03-31 23:59:00
17492259202,Coupon,B09C6HJ2CC,17.28,17.66,2025-01-13 00:00:00,2025-02-12 23:59:00
776b9f88,Best Deal,B08VWKYVKS,19.36,18.09,2025-03-25 00:00:00,2025-03-31 23:55:00
17492259202,Coupon,B096W54FGM,16.36,16.73,2025-01-13 00:00:00,2025-02-12 23:59:00
17492259202,Coupon,B0BMQXCX1X,22.78,23.27,2025-01-13 00:00:00,2025-02-12 23:59:00
17492259202,Coupon,B0D22XWFBT,16.77,17.66,2025-01-13 00:00:00,2025-02-12 23:59:00
17492259202,Coupon,B0D637HBP1,16.33,16.73,2025-01-13 00:00:00,2025-02-12 23:59:00
17029211802,Sales Discount,B0CS6HDRFW,11.26,12.51,2024-12-11 00:00:00,2025-01-31 23:59:00
18062815702,Sales Discount,B0BMQXCX1X,22.87,23.27,2025-03-01 00:00:00,2025-03-31 23:59:00
8f39fad6,Best Deal,B0D63B1QGN,15.11,14.12,2025-03-25 00:00:00,2025-03-31 23:55:00
776b9f88,Best Deal,B09C6FWGJR,21.91,0.0,2025-03-25 00:00:00,2025-03-31 23:55:00
17029211802,Sales Discount,B0B2PSK2MC,21.21,21.4,2024-12-11 00:00:00,2025-01-31 23:59:00
18341715402,Coupon,B0DFCR6LPY,11.9,12.53,2025-03-24 00:00:00,2025-04-23 23:59:00
18062815702,Sales Discount,B096W3GD2S,17.0,18.89,2025-03-01 00:00:00,2025-03-31 23:59:00
e5936dd2,Best Deal,B0BSQX5P4L,15.1,14.11,2024-12-26 00:00:00,2025-01-05 23:55:00
17492259202,Coupon,B0BD81KP8K,18.38,18.6,2025-01-13 00:00:00,2025-02-12 23:59:00
e5936dd2,Best Deal,B08DDBGBZG,19.09,0.0,2024-12-26 00:00:00,2025-01-05 23:55:00
18062815702,Sales Discount,B08QVYP7YH,21.96,22.34,2025-03-01 00:00:00,2025-03-31 23:59:00
da7ca825,Best Deal,B0DGGVW1NH,16.0,14.95,2025-05-21 00:00:00,2025-05-27 23:55:00
17029211802,Sales Discount,B0BMQXCX1X,22.53,23.27,2024-12-11 00:00:00,2025-01-31 23:59:00
17029211802,Sales Discount,B08QVWRHP2,21.22,22.34,2024-12-11 00:00:00,2025-01-31 23:59:00
17492259202,Coupon,B0BSQX5P4L,16.77,17.66,2025-01-13 00:00:00,2025-02-12 23:59:00
18062815702,Sales Discount,B0CHWM51XY,14.21,15.79,2025-03-01 00:00:00,2025-03-31 23:59:00
18062815702,Sales Discount,B0DFCR6LPY,11.28,12.53,2025-03-01 00:00:00,2025-03-31 23:59:00
18062815702,Sales Discount,B076MBD6KQ,11.8,12.42,2025-03-01 00:00:00,2025-03-31 23:59:00
776b9f88,Best Deal,B0BSQVQX75,18.04,0.0,2025-03-25 00:00:00,2025-03-31 23:55:00
18062815702,Sales Discount,B082XFTS6H,20.11,22.34,2025-03-01 00:00:00,2025-03-31 23:59:00
18062815702,Sales Discount,B06Y3Q6XNX,21.22,22.34,2025-03-01 00:00:00,2025-03-31 23:59:00
741558242,Sales Discount,B0DGGWX7WN,10.26,12.06,2019-10-15 13:00:00,2025-10-30 10:28:00
17492259202,Coupon,B07J5M5PZW,17.44,17.66,2025-01-13 00:00:00,2025-02-12 23:59:00
17029211802,Sales Discount,B0C2QM9WK6,17.77,18.6,2024-12-11 00:00:00,2025-01-31 23:59:00
da7ca825,Best Deal,B0DQDRRFPF,10.06,9.4,2025-05-21 00:00:00,2025-05-27 23:55:00
17492259202,Coupon,B0CMV8JRKN,18.13,18.6,2025-01-13 00:00:00,2025-02-12 23:59:00
776b9f88,Best Deal,B08VWF8Y96,16.81,0.0,2025-03-25 00:00:00,2025-03-31 23:55:00
17492259202,Coupon,B09C6FG128,24.64,25.14,2025-01-13 00:00:00,2025-02-12 23:59:00
776b9f88,Best Deal,B0BSQVND4T,19.36,18.09,2025-03-25 00:00:00,2025-03-31 23:55:00
17492259202,Coupon,B08JCSQGVK,-0.71,0.0,2025-01-13 00:00:00,2025-02-12 23:59:00
18062815702,Sales Discount,B082XFTS6H,21.59,22.34,2025-03-01 00:00:00,2025-03-31 23:59:00
17492259202,Coupon,B09TJTTP84,18.17,18.6,2025-01-13 00:00:00,2025-02-12 23:59:00
17492259202,Coupon,B00XU8EF0K,16.33,16.73,2025-01-13 00:00:00,2025-02-12 23:59:00
e5936dd2,Best Deal,B0D47FKGDD,11.82,11.05,2024-12-26 00:00:00,2025-01-05 23:55:00
8f39fad6,Best Deal,B0D92MFDPB,16.81,15.71,2025-03-25 00:00:00,2025-03-31 23:55:00
da7ca825,Best Deal,B0D63B5WBM,12.51,0.0,2025-05-21 00:00:00,2025-05-27 23:55:00
17492259202,Coupon,B091Z4JQBD,18.14,18.6,2025-01-13 00:00:00,2025-02-12 23:59:00
17029211802,Sales Discount,B0BK8STFVG,18.42,18.6,2024-12-11 00:00:00,2025-01-31 23:59:00
17492259202,Coupon,B01G7428BG,21.07,21.4,2025-01-13 00:00:00,2025-02-12 23:59:00
18062815702,Sales Discount,B0DGGWX7WN,11.52,12.06,2025-03-01 00:00:00,2025-03-31 23:59:00
18062815702,Sales Discount,B076MBD6KQ,14.21,15.79,2025-03-01 00:00:00,2025-03-31 23:59:00
17029211802,Sales Discount,B09TJTTP84,13.22,14.69,2024-12-11 00:00:00,2025-01-31 23:59:00
17029211802,Sales Discount,B08XZLYCZ5,21.23,22.34,2024-12-11 00:00:00,2025-01-31 23:59:00
17492259202,Coupon,B0B6WCHGMK,13.6,13.93,2025-01-13 00:00:00,2025-02-12 23:59:00
17029211802,Sales Discount,B075FDD21R,14.21,15.79,2024-12-11 00:00:00,2025-01-31 23:59:00
8f39fad6,Best Deal,B0D2319J4L,14.35,13.41,2025-03-25 00:00:00,2025-03-31 23:55:00
18062815702,Sales Discount,B09C6HJ2CC,17.11,17.66,2025-03-01 00:00:00,2025-03-31 23:59:00
17492259202,Coupon,B0BK8X47M5,15.0,15.79,2025-01-13 00:00:00,2025-02-12 23:59:00
18062815702,Sales Discount,B08QVWRHP2,21.61,22.34,2025-03-01 00:00:00,2025-03-31 23:59:00
25402148802,Sales Discount,B0C93RMXRR,27.68,30.75,2026-05-23 00:00:00,2026-06-06 23:59:00
17492259202,Coupon,B08VX84KW4,18.37,18.6,2025-01-13 00:00:00,2025-02-12 23:59:00
17492259202,Coupon,B09XBM26YT,17.22,17.66,2025-01-13 00:00:00,2025-02-12 23:59:00
25401079802,Sales Discount,B0C93RMXRR,30.06,30.75,2026-05-23 00:00:00,2026-06-06 23:59:00
18062815702,Sales Discount,B08DCXNCWS,17.72,18.6,2025-03-01 00:00:00,2025-03-31 23:59:00
17492259202,Coupon,B0C6FHKNM7,22.1,23.27,2025-01-13 00:00:00,2025-02-12 23:59:00
e5936dd2,Best Deal,B0D22ZQTSC,17.47,0.0,2024-12-26 00:00:00,2025-01-05 23:55:00
17492259202,Coupon,B08XZMCR17,24.09,24.21,2025-01-13 00:00:00,2025-02-12 23:59:00
17492259202,Coupon,B07R5XPNMP,18.13,18.6,2025-01-13 00:00:00,2025-02-12 23:59:00
17029211802,Sales Discount,B00XJE09CI,19.1,19.53,2024-12-11 00:00:00,2025-01-31 23:59:00
776b9f88,Best Deal,B08B8SJK6K,21.91,0.0,2025-03-25 00:00:00,2025-03-31 23:55:00
17492259202,Coupon,B08JC9XBGM,18.18,18.6,2025-01-13 00:00:00,2025-02-12 23:59:00
17492259202,Coupon,B06Y3Q6XNX,21.86,22.34,2025-01-13 00:00:00,2025-02-12 23:59:00
e5936dd2,Best Deal,B0C2QPSPS6,15.72,14.69,2024-12-26 00:00:00,2025-01-05 23:55:00
18062815702,Sales Discount,B085YDZPXM,20.57,22.86,2025-03-01 00:00:00,2025-03-31 23:59:00
17492259202,Coupon,B0D638MLB2,17.5,17.66,2025-01-13 00:00:00,2025-02-12 23:59:00
17492259202,Coupon,B00RCYQUII,13.69,13.93,2025-01-13 00:00:00,2025-02-12 23:59:00
17029211802,Sales Discount,B08DCZD13T,16.74,18.6,2024-12-11 00:00:00,2025-01-31 23:59:00
18062815702,Sales Discount,B087JHVV7T,15.25,15.71,2025-03-01 00:00:00,2025-03-31 23:59:00
17029211802,Sales Discount,B08DDBGBZG,-0.86,0.0,2024-12-11 00:00:00,2025-01-31 23:59:00
18062815702,Sales Discount,B08XZLYCZ5,19.01,21.12,2025-03-01 00:00:00,2025-03-31 23:59:00
18062815702,Sales Discount,B091Z1H8RK,17.71,19.68,2025-03-01 00:00:00,2025-03-31 23:59:00
17492259202,Coupon,B08XZLYCZ5,22.01,22.34,2025-01-13 00:00:00,2025-02-12 23:59:00
17492259202,Coupon,B0BD85KJQV,22.14,22.34,2025-01-13 00:00:00,2025-02-12 23:59:00
17492259202,Coupon,B01MCZD91A,-0.75,0.0,2025-01-13 00:00:00,2025-02-12 23:59:00
17492259202,Coupon,B0CPJFC9BP,20.26,20.47,2025-01-13 00:00:00,2025-02-12 23:59:00
18062815702,Sales Discount,B0BK8WLZT5,17.1,17.66,2025-03-01 00:00:00,2025-03-31 23:59:00
17029211802,Sales Discount,B086XBB126,15.05,15.79,2024-12-11 00:00:00,2025-01-31 23:59:00
17492259202,Coupon,B0CPJFC9BP,20.04,20.47,2025-01-13 00:00:00,2025-02-12 23:59:00
17492259202,Coupon,B0DGGVW1NH,16.77,17.66,2025-01-13 00:00:00,2025-02-12 23:59:00
18062815702,Sales Discount,B085YDZPXM,24.31,27.01,2025-03-01 00:00:00,2025-03-31 23:59:00
17492259202,Coupon,B06Y3Q6XNX,21.22,22.34,2025-01-13 00:00:00,2025-02-12 23:59:00
16105181202,Sales Discount,B096W5QCHX,17.12,21.4,2024-10-10 00:01:00,2025-03-31 23:59:00
18062815702,Sales Discount,B0BD85KJQV,18.17,18.89,2025-03-01 00:00:00,2025-03-31 23:59:00
18062815702,Sales Discount,B00RCYQUII,13.31,13.93,2025-03-01 00:00:00,2025-03-31 23:59:00
17492259202,Coupon,B01BNV0IUQ,18.16,18.6,2025-01-13 00:00:00,2025-02-12 23:59:00
17492259202,Coupon,B07B9NWQ61,15.58,15.79,2025-01-13 00:00:00,2025-02-12 23:59:00
17029211802,Sales Discount,B094R1JQ6K,17.67,18.6,2024-12-11 00:00:00,2025-01-31 23:59:00
17492259202,Coupon,B0BSQVND4T,21.13,21.4,2025-01-13 00:00:00,2025-02-12 23:59:00
25401079802,Sales Discount,B0C93RMXRR,27.68,30.75,2026-05-23 00:00:00,2026-06-06 23:59:00
17492259202,Coupon,B0BK8X47M5,15.4,15.79,2025-01-13 00:00:00,2025-02-12 23:59:00
17492259202,Coupon,B0CMV9BH8K,21.07,21.4,2025-01-13 00:00:00,2025-02-12 23:59:00
25401016002,Sales Discount,B0C93RMXRR,30.24,30.75,2026-05-23 00:00:00,2026-06-06 23:59:00
17492259202,Coupon,B075FDD21R,15.45,15.79,2025-01-13 00:00:00,2025-02-12 23:59:00
17492259202,Coupon,B096W3WGCN,17.67,18.6,2025-01-13 00:00:00,2025-02-12 23:59:00
18062815702,Sales Discount,B08GCFFDMH,15.22,15.71,2025-03-01 00:00:00,2025-03-31 23:59:00
17492259202,Coupon,B0BD81KP8K,17.67,18.6,2025-01-13 00:00:00,2025-02-12 23:59:00
776b9f88,Best Deal,B09GD1YKWW,16.81,15.71,2025-03-25 00:00:00,2025-03-31 23:55:00
17492259202,Coupon,B01BNV0IUQ,17.77,18.6,2025-01-13 00:00:00,2025-02-12 23:59:00
18062815702,Sales Discount,B00SBSJ16C,17.39,17.66,2025-03-01 00:00:00,2025-03-31 23:59:00
8f39fad6,Best Deal,B075FDQ6KJ,21.91,20.48,2025-03-25 00:00:00,2025-03-31 23:55:00
18062815702,Sales Discount,B0DFCQLLSY,11.69,12.99,2025-03-01 00:00:00,2025-03-31 23:59:00
17492259202,Coupon,B08NPB4GCD,16.36,16.73,2025-01-13 00:00:00,2025-02-12 23:59:00
17492259202,Coupon,B09C6FWGJR,23.0,24.21,2025-01-13 00:00:00,2025-02-12 23:59:00
17029211802,Sales Discount,B00RCYQUII,12.54,13.93,2024-12-11 00:00:00,2025-01-31 23:59:00
17029211802,Sales Discount,B07WH27VXM,14.98,15.45,2024-12-11 00:00:00,2025-01-31 23:59:00
18341715402,Coupon,B0DK9L5MWL,10.37,10.92,2025-03-24 00:00:00,2025-04-23 23:59:00
776b9f88,Best Deal,B07NNVS8M4,21.91,0.0,2025-03-25 00:00:00,2025-03-31 23:55:00
18062815702,Sales Discount,B08XZMCR17,23.16,24.21,2025-03-01 00:00:00,2025-03-31 23:59:00
17492259202,Coupon,B01MCZD91A,14.49,14.86,2025-01-13 00:00:00,2025-02-12 23:59:00
17029211802,Sales Discount,B08B8SJK6K,21.79,24.21,2024-12-11 00:00:00,2025-01-31 23:59:00
18062815702,Sales Discount,B08VWF8Y96,14.92,15.71,2025-03-01 00:00:00,2025-03-31 23:59:00
25402148802,Sales Discount,B0DHL6WSMT,24.77,26.07,2026-05-23 00:00:00,2026-06-06 23:59:00
17492259202,Coupon,B08QVYP7YH,21.8,22.34,2025-01-13 00:00:00,2025-02-12 23:59:00
17492259202,Coupon,B0B6WCHGMK,13.62,13.93,2025-01-13 00:00:00,2025-02-12 23:59:00
17029211802,Sales Discount,B09XBM26YT,17.13,17.66,2024-12-11 00:00:00,2025-01-31 23:59:00
17029211802,Sales Discount,B08QVYP7YH,21.59,22.34,2024-12-11 00:00:00,2025-01-31 23:59:00
17029211802,Sales Discount,B075T82C1X,18.1,18.6,2024-12-11 00:00:00,2025-01-31 23:59:00
18062815702,Sales Discount,B0D92MHJL8,12.54,13.93,2025-03-01 00:00:00,2025-03-31 23:59:00
18062815702,Sales Discount,B0BMQXCX1X,16.53,18.37,2025-03-01 00:00:00,2025-03-31 23:59:00
17029211802,Sales Discount,B0BSQVND4T,20.34,21.4,2024-12-11 00:00:00,2025-01-31 23:59:00
18062815702,Sales Discount,B076MKZHV4,20.33,21.4,2025-03-01 00:00:00,2025-03-31 23:59:00
17492259202,Coupon,B0BK8X47M5,-0.79,0.0,2025-01-13 00:00:00,2025-02-12 23:59:00
25402148802,Sales Discount,B0CKTFRW2T,22.89,23.27,2026-05-23 00:00:00,2026-06-06 23:59:00
18062815702,Sales Discount,B0DGGVW1NH,13.5,15.0,2025-03-01 00:00:00,2025-03-31 23:59:00
17492259202,Coupon,B08QVWRHP2,21.78,22.34,2025-01-13 00:00:00,2025-02-12 23:59:00
17492259202,Coupon,B087JK7673,18.16,18.6,2025-01-13 00:00:00,2025-02-12 23:59:00
17492259202,Coupon,B096W3WGCN,-0.93,0.0,2025-01-13 00:00:00,2025-02-12 23:59:00
18062815702,Sales Discount,B0CCJVV9GF,18.42,20.47,2025-03-01 00:00:00,2025-03-31 23:59:00
17029211802,Sales Discount,B081TJ62WV,17.98,18.6,2024-12-11 00:00:00,2025-01-31 23:59:00
17492259202,Coupon,B08JC9NN3X,16.31,16.73,2025-01-13 00:00:00,2025-02-12 23:59:00
17492259202,Coupon,B01D3FVKWA,17.28,17.66,2025-01-13 00:00:00,2025-02-12 23:59:00
16105181202,Sales Discount,B0CMV9BH8K,14.47,18.09,2024-10-10 00:01:00,2025-03-31 23:59:00
17492259202,Coupon,B07B9NWQ61,15.66,15.79,2025-01-13 00:00:00,2025-02-12 23:59:00
17029211802,Sales Discount,B0BK8X47M5,15.12,15.79,2024-12-11 00:00:00,2025-01-31 23:59:00
17492259202,Coupon,B0CMV9BH8K,21.21,21.4,2025-01-13 00:00:00,2025-02-12 23:59:00
8f39fad6,Best Deal,B0D232K3RP,11.71,10.94,2025-03-25 00:00:00,2025-03-31 23:55:00
25402148802,Sales Discount,B0DR9CLXV5,12.53,13.93,2026-05-23 00:00:00,2026-06-06 23:59:00
17492259202,Coupon,B09C6HJ2CC,17.24,17.66,2025-01-13 00:00:00,2025-02-12 23:59:00
17492259202,Coupon,B085YFBCNL,21.88,22.34,2025-01-13 00:00:00,2025-02-12 23:59:00
25401016002,Sales Discount,B0CB87LMH1,33.56,37.29,2026-05-23 00:00:00,2026-06-06 23:59:00
17492259202,Coupon,B01G7428BG,20.93,21.4,2025-01-13 00:00:00,2025-02-12 23:59:00
17492259202,Coupon,B075RGVV7G,15.0,15.79,2025-01-13 00:00:00,2025-02-12 23:59:00
18062815702,Sales Discount,B06XR9VG7N,17.67,18.6,2025-03-01 00:00:00,2025-03-31 23:59:00
17492259202,Coupon,B077QQ2XV8,17.54,17.66,2025-01-13 00:00:00,2025-02-12 23:59:00
17492259202,Coupon,B0BD85KJQV,22.0,22.34,2025-01-13 00:00:00,2025-02-12 23:59:00
18062815702,Sales Discount,B08DCZD13T,14.14,15.71,2025-03-01 00:00:00,2025-03-31 23:59:00
17492259202,Coupon,B00RBUM5JQ,19.96,20.47,2025-01-13 00:00:00,2025-02-12 23:59:00
8f39fad6,Best Deal,B0D47DZG2Q,11.72,10.95,2025-03-25 00:00:00,2025-03-31 23:55:00
17029211802,Sales Discount,B08DDBGBZG,17.31,17.84,2024-12-11 00:00:00,2025-01-31 23:59:00
17492259202,Coupon,B09C6GDG72,20.87,21.4,2025-01-13 00:00:00,2025-02-12 23:59:00
17492259202,Coupon,B096W5QCHX,21.07,21.4,2025-01-13 00:00:00,2025-02-12 23:59:00
18062815702,Sales Discount,B01G7428BG,20.41,21.4,2025-03-01 00:00:00,2025-03-31 23:59:00
17492259202,Coupon,B0CCJ9PLHV,18.31,18.6,2025-01-13 00:00:00,2025-02-12 23:59:00
17492259202,Coupon,B08DCXNCWS,18.13,18.6,2025-01-13 00:00:00,2025-02-12 23:59:00
e5936dd2,Best Deal,B0C947V4GH,15.81,14.78,2024-12-26 00:00:00,2025-01-05 23:55:00
18062815702,Sales Discount,B08GCTM58N,17.98,18.6,2025-03-01 00:00:00,2025-03-31 23:59:00
17492259202,Coupon,B0DFCR6LPY,14.65,14.86,2025-01-13 00:00:00,2025-02-12 23:59:00
17492259202,Coupon,B08XZMCR17,22.99,24.21,2025-01-13 00:00:00,2025-02-12 23:59:00
18062815702,Sales Discount,B07J5M5PZW,15.89,17.66,2025-03-01 00:00:00,2025-03-31 23:59:00
18062815702,Sales Discount,B0D638MLB2,15.89,17.66,2025-03-01 00:00:00,2025-03-31 23:59:00
17492259202,Coupon,B07WH27VXM,20.15,20.47,2025-01-13 00:00:00,2025-02-12 23:59:00
17029211802,Sales Discount,B00XU8AUC2,18.01,18.6,2024-12-11 00:00:00,2025-01-31 23:59:00
18062815702,Sales Discount,B09JCMLXP5,21.79,24.21,2025-03-01 00:00:00,2025-03-31 23:59:00
17492259202,Coupon,B0D637HBP1,16.52,16.73,2025-01-13 00:00:00,2025-02-12 23:59:00
17492259202,Coupon,B08JC2YLYL,18.17,18.6,2025-01-13 00:00:00,2025-02-12 23:59:00
17492259202,Coupon,B0CWPJTWXQ,17.48,17.66,2025-01-13 00:00:00,2025-02-12 23:59:00
17492259202,Coupon,B0CPJFC9BP,19.44,20.47,2025-01-13 00:00:00,2025-02-12 23:59:00
17029211802,Sales Discount,B08JC9NN3X,16.21,16.73,2024-12-11 00:00:00,2025-01-31 23:59:00
776b9f88,Best Deal,B07B9NWQ61,14.26,13.33,2025-03-25 00:00:00,2025-03-31 23:55:00
776b9f88,Best Deal,B08XZLYCZ5,22.6,21.12,2025-03-25 00:00:00,2025-03-31 23:55:00
38329440,Best Deal,B0DGGVW1NH,16.05,15.0,2025-03-25 00:00:00,2025-03-31 23:55:00
17492259202,Coupon,B0D22ZQTSC,19.98,20.47,2025-01-13 00:00:00,2025-02-12 23:59:00
17029211802,Sales Discount,B07KJMHWGW,16.74,18.6,2024-12-11 00:00:00,2025-01-31 23:59:00
17029211802,Sales Discount,B08JC2YLYL,13.96,14.69,2024-12-11 00:00:00,2025-01-31 23:59:00
18062815702,Sales Discount,B0CMV9BH8K,19.26,21.4,2025-03-01 00:00:00,2025-03-31 23:59:00
e5936dd2,Best Deal,B0D2322MMQ,14.25,13.32,2024-12-26 00:00:00,2025-01-05 23:55:00
16105181202,Sales Discount,B075FDQ6KJ,19.37,24.21,2024-10-10 00:01:00,2025-03-31 23:59:00
17492259202,Coupon,B01G7428BG,20.88,21.4,2025-01-13 00:00:00,2025-02-12 23:59:00
17029211802,Sales Discount,B0C6FJQ7S5,13.33,14.82,2024-12-11 00:00:00,2025-01-31 23:59:00
16105181202,Sales Discount,B08VX84KW4,14.88,18.6,2024-10-10 00:01:00,2025-03-31 23:59:00
17029211802,Sales Discount,B091Z4JQBD,17.67,18.6,2024-12-11 00:00:00,2025-01-31 23:59:00
18341715402,Coupon,B0DFCR6LPY,14.12,14.86,2025-03-24 00:00:00,2025-04-23 23:59:00
17029211802,Sales Discount,B01BNV0IUQ,13.3,14.78,2024-12-11 00:00:00,2025-01-31 23:59:00
17492259202,Coupon,B096W3GD2S,22.01,22.34,2025-01-13 00:00:00,2025-02-12 23:59:00
25402148802,Sales Discount,B0CB87LMH1,36.05,37.29,2026-05-23 00:00:00,2026-06-06 23:59:00
776b9f88,Best Deal,B08NPF3LJ7,16.9,15.79,2025-03-25 00:00:00,2025-03-31 23:55:00
16105181202,Sales Discount,B08QVWRHP2,15.12,18.89,2024-10-10 00:01:00,2025-03-31 23:59:00
17492259202,Coupon,B082XFTS6H,21.22,22.34,2025-01-13 00:00:00,2025-02-12 23:59:00
17492259202,Coupon,B08DCXNCWS,17.67,18.6,2025-01-13 00:00:00,2025-02-12 23:59:00
17492259202,Coupon,B09GD1YKWW,-0.93,0.0,2025-01-13 00:00:00,2025-02-12 23:59:00
18062815702,Sales Discount,B0D232K3RP,12.35,12.99,2025-03-01 00:00:00,2025-03-31 23:59:00
17029211802,Sales Discount,B096W2GHQV,14.07,14.81,2024-12-11 00:00:00,2025-01-31 23:59:00
17492259202,Coupon,B07J5M5PZW,-0.89,0.0,2025-01-13 00:00:00,2025-02-12 23:59:00
18062815702,Sales Discount,B072VJ9FFZ,15.01,16.68,2025-03-01 00:00:00,2025-03-31 23:59:00
17492259202,Coupon,B0BK8X47M5,15.42,15.79,2025-01-13 00:00:00,2025-02-12 23:59:00
25401016002,Sales Discount,B0CB8ZB9KT,15.06,16.73,2026-05-23 00:00:00,2026-06-06 23:59:00
e5936dd2,Best Deal,B0CHSLDL5K,11.01,10.29,2024-12-26 00:00:00,2025-01-05 23:55:00
16105181202,Sales Discount,B091Z4JQBD,14.88,18.6,2024-10-10 00:01:00,2025-03-31 23:59:00
17492259202,Coupon,B07NNVS8M4,22.99,24.21,2025-01-13 00:00:00,2025-02-12 23:59:00
e5936dd2,Best Deal,B07WH27VXM,16.53,0.0,2024-12-26 00:00:00,2025-01-05 23:55:00
17029211802,Sales Discount,B0B2PSK2MC,20.33,21.4,2024-12-11 00:00:00,2025-01-31 23:59:00
17492259202,Coupon,B0BK8STFVG,18.47,18.6,2025-01-13 00:00:00,2025-02-12 23:59:00
17029211802,Sales Discount,B096W3GD2S,20.11,22.34,2024-12-11 00:00:00,2025-01-31 23:59:00
18062815702,Sales Discount,B07F1FKM3M,20.33,21.4,2025-03-01 00:00:00,2025-03-31 23:59:00
17492259202,Coupon,B06Y3Q6XNX,21.84,22.34,2025-01-13 00:00:00,2025-02-12 23:59:00
18062815702,Sales Discount,B0D63B1QGN,15.06,16.73,2025-03-01 00:00:00,2025-03-31 23:59:00
776b9f88,Best Deal,B0BD81KP8K,16.81,0.0,2025-03-25 00:00:00,2025-03-31 23:55:00
17029211802,Sales Discount,B0BD81KP8K,16.74,18.6,2024-12-11 00:00:00,2025-01-31 23:59:00
17029211802,Sales Discount,B077QQ2XV8,15.89,17.66,2024-12-11 00:00:00,2025-01-31 23:59:00
17492259202,Coupon,B084GVXC4C,15.0,15.79,2025-01-13 00:00:00,2025-02-12 23:59:00
17492259202,Coupon,B091Z4JQBD,18.34,18.6,2025-01-13 00:00:00,2025-02-12 23:59:00
18062815702,Sales Discount,B09JCMLXP5,19.59,20.48,2025-03-01 00:00:00,2025-03-31 23:59:00
17492259202,Coupon,B08JC2YLYL,18.44,18.6,2025-01-13 00:00:00,2025-02-12 23:59:00
18341715402,Coupon,B0DQDRRFPF,10.56,11.12,2025-03-24 00:00:00,2025-04-23 23:59:00
17492259202,Coupon,B09C6FWGJR,24.08,24.21,2025-01-13 00:00:00,2025-02-12 23:59:00
17492259202,Coupon,B0CMV8JRKN,17.67,18.6,2025-01-13 00:00:00,2025-02-12 23:59:00
e5936dd2,Best Deal,B0D22ZSZ2H,15.95,14.91,2024-12-26 00:00:00,2025-01-05 23:55:00
17492259202,Coupon,B08XZMCR17,-1.22,0.0,2025-01-13 00:00:00,2025-02-12 23:59:00
18062815702,Sales Discount,B072VJ9FFZ,16.34,16.68,2025-03-01 00:00:00,2025-03-31 23:59:00
17492259202,Coupon,B0BMQXCX1X,22.76,23.27,2025-01-13 00:00:00,2025-02-12 23:59:00
17492259202,Coupon,B086XBB126,15.4,15.79,2025-01-13 00:00:00,2025-02-12 23:59:00
18062815702,Sales Discount,B01MCZD91A,14.12,14.86,2025-03-01 00:00:00,2025-03-31 23:59:00
17492259202,Coupon,B09XBM26YT,17.39,17.66,2025-01-13 00:00:00,2025-02-12 23:59:00
17029211802,Sales Discount,B01CYDY6TQ,16.74,18.6,2024-12-11 00:00:00,2025-01-31 23:59:00
17029211802,Sales Discount,B00RCYQUII,-1.39,0.0,2024-12-11 00:00:00,2025-01-31 23:59:00
17492259202,Coupon,B07F1FKM3M,21.18,21.4,2025-01-13 00:00:00,2025-02-12 23:59:00
