promotion_id,promotion_type,asin,promo_price,original_price,start,end
6b4f4563,Best Deal,B096W3WGCN,16.91,15.8,2025-12-26 00:00:00,2026-01-08 23:45:00
6b4f4563,Best Deal,B08JCSQGVK,13.52,12.64,2025-12-26 00:00:00,2026-01-08 23:45:00
23985374402,Coupon,B01FFWYJV8,16.74,18.6,2026-02-17 00:00:00,2026-03-19 23:59:00
6b4f4563,Best Deal,B0DFCR6LPY,13.51,12.63,2025-12-26 00:00:00,2026-01-08 23:45:00
2ef28cba,Best Deal,B075T9G9YS,22.02,0.0,2026-03-10 00:00:00,2026-03-16 23:45:00
6e217478,Best Deal,B08JC9NN3X,16.91,15.8,2026-03-10 00:00:00,2026-03-16 23:45:00
6b4f4563,Best Deal,B096W3GD2S,20.31,18.98,2025-12-26 00:00:00,2026-01-08 23:45:00
6e217478,Best Deal,B076MBD6KQ,15.26,14.26,2026-03-10 00:00:00,2026-03-16 23:45:00
6e217478,Best Deal,B076MBD6KQ,15.26,0.0,2026-03-10 00:00:00,2026-03-16 23:45:00
0b3e50ac,Best Deal,B09JCNKXV5,20.89,19.52,2026-02-22 00:00:00,2026-02-28 23:59:00
6e217478,Best Deal,B0DFCR6LPY,13.51,12.63,2026-03-10 00:00:00,2026-03-16 23:45:00
2ef28cba,Best Deal,B096W2GHQV,20.32,0.0,2026-03-10 00:00:00,2026-03-16 23:45:00
6b4f4563,Best Deal,B09TJTTP84,16.91,0.0,2025-12-26 00:00:00,2026-01-08 23:45:00
6b4f4563,Best Deal,B0CPJG6XL8,19.46,0.0,2025-12-26 00:00:00,2026-01-08 23:45:00
c130a194,Best Deal,B0DFCR6LPY,13.51,12.63,2026-04-19 00:00:00,2026-04-25 23:59:00
23985214102,Coupon,B0BK8X47M5,12.76,13.43,2026-02-17 00:00:00,2026-03-17 23:59:00
2ef28cba,Best Deal,B096W3GD2S,20.32,0.0,2026-03-10 00:00:00,2026-03-16 23:45:00
6b4f4563,Best Deal,B072VJ9FFZ,17.76,0.0,2025-12-26 00:00:00,2026-01-08 23:45:00
6b4f4563,Best Deal,B0D22ZQTSC,18.61,0.0,2025-12-26 00:00:00,2026-01-08 23:45:00
6b4f4563,Best Deal,B07C5Q7T4D,15.12,0.0,2025-12-26 00:00:00,2026-01-08 23:45:00
8aff8531,Best Deal,B0BMQXCX1X,22.86,0.0,2026-05-24 00:00:00,2026-05-30 23:59:00
6e217478,Best Deal,B01D3FVKWA,15.26,14.26,2026-03-10 00:00:00,2026-03-16 23:45:00
e9a6ebdb,Best Deal,B086XBB126,16.06,0.0,2026-02-22 00:00:00,2026-02-28 23:59:00
6e217478,Best Deal,B096W3WGCN,16.91,0.0,2026-03-10 00:00:00,2026-03-16 23:45:00
2ef28cba,Best Deal,B086XBB126,16.05,0.0,2026-03-10 00:00:00,2026-03-16 23:45:00
2ef28cba,Best Deal,B00RBUM5JQ,23.34,0.0,2026-03-10 00:00:00,2026-03-16 23:45:00
6b4f4563,Best Deal,B07NNVS8M4,22.01,0.0,2025-12-26 00:00:00,2026-01-08 23:45:00
